지역,이름,소재지,홀,구분
전북,무주덕유산CC,전북특별자치도 무주군 설천면 만선로 185,18,회원제
전북,골프존카운티무주,전북특별자치도 무주군 안성면 장무로 1537-21,18,대중제
전북,장수골프리조트,전북특별자치도 장수군 계남면 장안산로 303,18,대중제
전북,전주샹그릴라CC,전북특별자치도 임실군 신덕면 수지로 559-90,27,회원제
전북,금과골프장,전북특별자치도 순창군 금과면 담순로 716,6,대중제
전북,디케이레저,전북특별자치도 순창군 순창읍 금산로 152,9,대중제
전북,고창CC,전북특별자치도 고창군 심원면 애향갯벌로 70,21,대중제
전북,골프존카운티선운,전북특별자치도 고창군 아산면 운곡로 418,18,대중제
전북,석정힐CC,전북특별자치도 고창군 고창읍 석정2로 192,18,대중제
제주,타미우스cc,제주특별자치도 제주시 애월읍 화전길 201,27,회원제
제주,그린필드GC,제주특별자치도 제주시 조천읍 번영로 1040-70,18,회원제
제주,라헨느CC,제주특별자치도 제주시 봉개동 241-13,18,회원제
제주,볼카노골프앤리조트,제주특별자치도 서귀포시 산록남로 1391,27,회원제
제주,테디밸리,제주특별자치도 서귀포시 한창로 365,18,회원제
제주,㈜그랜드부민 꿈드림목장,제주특별자치도 제주시 516로 2596-117,9,대중제
제주,에코랜드,제주특별자치도 제주시 조천읍 번영로 1278-169,27,대중제
제주,라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,27,대중제
제주,크라운CC,제주특별자치도 제주시 조천읍 북선로 125,27,대중제
제주,더시에나CC,제주특별자치도 제주시 516로 2695,18,대중제
제주,아덴힐,제주특별자치도 제주시 화전길 82,18,대중제
제주,한라산CC,제주특별자치도 제주시 선돌목동길 56-46,18,대중제
제주,플라자CC,제주특별자치도 제주시 명림로 575-107,9,대중제
제주,부영CC,제주특별자치도 서귀포시 남원읍 남조로 960,27,대중제
제주,서귀포팬텀 골프앤리조트,제주특별자치도 서귀포시 산록남로 2914,18,대중제
제주,중문GC,제주특별자치도 서귀포시 중문관광로 72번길 60,18,대중제
제주,스프링데일,제주특별자치도 서귀포시 남원읍 서성로 459,18,대중제
제주,더클래식CC,제주특별자치도 서귀포시 남원읍 남조로 1105,18,대중제
제주,샤인빌파크CC,제주특별자치도 서귀포시 표선면 가시로 384,18,대중제
제주,골프존카운티오라,제주특별자치도 제주시 오라남로 130-16,18,회원제
제주,골프존카운티오라,제주특별자치도 제주시 오라남로 130-16,18,대중제
제주,엘리시안제주,제주특별자치도 제주시 평화로 1738-116,18,회원제
제주,엘리시안제주,제주특별자치도 제주시 평화로 1738-116,18,대중제
제주,에버리스CC,제주특별자치도 제주시 평화로 1693-75,18,회원제
제주,에버리스CC,제주특별자치도 제주시 평화로 1693-75,9,대중제
제주,아난티클럽제주,제주특별자치도 제주시 선유로 445-55,9,회원제
제주,아난티클럽제주,제주특별자치도 제주시 선유로 445-55,27,대중제
제주,블랙스톤제주,제주특별자치도 제주시 한창로 925-122,18,회원제
제주,블랙스톤제주,제주특별자치도 제주시 한창로 925-122,9,회원제
제주,캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,18,회원제
제주,캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,9,대중제
제주,해비치CC,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,18,회원제
제주,해비치CC,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,18,대중제
제주,롯데스카이힐제주,제주특별자치도 서귀포시 상예로 530,18,회원제
제주,롯데스카이힐제주,제주특별자치도 서귀포시 상예로 530,18,대중제
제주,사이프러스골프,제주특별자치도 서귀포시 번영로 2300,18,회원제
제주,사이프러스골프,제주특별자치도 서귀포시 번영로 2300,18,대중제
제주,나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,18,회원제
제주,나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,6,대중제
제주,SK핀크스,제주특별자치도 서귀포시 안덕면 산록남로 863,18,회원제
제주,SK핀크스,제주특별자치도 서귀포시 안덕면 산록남로 863,9,대중제
충남,우정힐스 컨트리클럽,목천읍 충절로 1048-68,18,회원제
충남,천안상록 골프장,수신면 수신로 576,27,대중제
충남,골프존카운티 천안,병천면 매성2길 103,18,대중제
충남,마론컨트리클럽,동남구 북면 납안5길 74,18,대중제
충남,프린세스 골프클럽,공주시 정안면 방자들길 81-50(인풍리),18,대중제
충남,골드리버CC,공주시 의당면 신정말길 67-133(청룡리),9,대중제
충남,계룡산골프장,공주시 계룡면 아랫난댕이길 17(내흥리),9,대중제
충남,보령베이스CC,보령시 옥마벚길 10,9,대중제
충남,에스앤 골프리조트,보령시 남포면 양항리 650-2,9,대중제
충남,도고컨트리 구락부,선장면 삼봉산길 188,18,회원제
충남,에스지아름다운골프&리조트,영인면 영인산로 440,27,대중제
충남,서산수 골프앤리조트,서산시 대산읍 삼길포7로 8,18,대중제
충남,더힐 컨트리클럽,논산시 상월면 선비로 1079,9,대중제
충남,아리스타 CC,연무읍 황화정리 산100,18,대중제
충남,파인스톤 컨트리클럽,당진시 송산면 무수들길 90,18,대중제
충남,파나시아 골프클럽,당진시 신평면 계명길 33,9,대중제
충남,플라밍고C.C,당진시 석문면 산단8로 299,30,대중제
충남,에딘버러 컨트리클럽,금산군 진산면 살구정길 167,18,회원제
충남,백제컨트리클럽,부여군 은산면 충절로 3734-82,27,대중제
충남,㈜호텔롯데 스카이힐 부여CC,부여군 규암면 백제문로 470,18,대중제
충남,골든베이골프&리조트,태안군 근흥면 정선포로 217,27,대중제
충남,스톤비치컨트리클럽,태안군 근흥면 갈음이길 88,18,대중제
충남,로얄링스1,태안군 태안읍 반곡길 284,18,대중제
충남,로얄링스2,태안군 태안읍 반곡길 284,18,대중제
충남,솔라고CC1,태안군 태안읍 소곳이길 92-234,18,대중제
충남,솔라고CC2,태안군 태안읍 소곳이길 92-234,18,대중제
충남,내포골프클럽,예산군 삽교읍 산수길 242(목리 1420),9,대중제
충북,그랜드cc,청주시 청원군 오창읍 꽃화산길 14,27,회원제
충북,아난티 중앙골프클럽,진천군 백곡면 배티로 818-105,27,회원제
충북,천 룡cc,진천군 이월면 진안로 347-123,27,회원제
충북,세레니티cc,청주시 서원구 남이면 문곡구절골길 235,18,회원제
충북,스 타cc,충주시 앙성면 상대촌1길 198,18,회원제
충북,임페리얼레이크,충주시 금가면 다래울길 52,18,대중제
충북,천 룡cc,진천군 이월면 진안로 425,9,대중제
충북,시그너스cc,충주시 앙성면 중방곡길 57-44,9,대중제
충북,시그너스cc,충주시 앙성면 중방곡길 57-44,18,대중제
충북,떼제베운영,청주시 흥덕구 옥산면 동림2길 149,36,대중제
충북,썬밸리cc,음성군 삼성면 법말길 49,18,대중제
충북,중 원cc,충주시 산척면 인등로 392,27,대중제
충북,레인보우힐스,음성군 생극면 차생로 168,27,대중제
충북,히든밸리cc,진천군 백곡면 소토골길 61,27,대중제
충북,골드나인cc,청주시 청원구 낭성면 산성로 1520-17,9,대중제
충북,센테리움cc,충주시 노은면 솔고개로 750,27,대중제
충북,대호단양cc,단양군 매포읍 고양5길 43,18,대중제
충북,대영베이스cc,충주시 대소원면 성종두담길 113,18,대중제
충북,골프존카운티 진천cc,진천군 진천읍 송강로 783-51,27,대중제
충북,오창 에딘버러,청주시 청원구 오창읍 두릉유리로 846,9,대중제
충북,이븐데일cc,청주시 상당구 미원면 대신2길 31,18,대중제
충북,킹즈락cc,제천시 천남동 내토로7길 136,27,대중제
충북,골프존카운티 화랑cc,진천군 문백면 농다리로 809,18,대중제
충북,젠스필드cc,음성군 삼성면 덕호로 382,18,대중제
충북,로얄포레cc,충주시 신니면 화치3길 35,18,대중제
충북,대영힐스cc,충주시 대소원면 성종두담길 114,27,대중제
충북,진양밸리cc,음성군 삼성면 금일로 1195,27,대중제
충북,에콜리안제천,제천시 고암동 송학 주천로 102,9,대중제
충북,코스카cc,음성군 음성읍 동음로 318,27,대중제
충북,클럽디속리산,보은군 탄부면 평각상장로 230,18,대중제
충북,동 촌cc,충주시 노은면 감노로 1327,18,대중제
충북,세 일cc,충주시 신니면 동락길 207,18,대중제
충북,클럽디보은,보은군 보은읍 장속중초로 386,18,대중제
충북,올데이 골프앤리조트,충주시 앙성면 비내길 189,27,대중제
충북,감곡CC,음성군 감곡면 문촌리 산81-6,18,대중제
충북,일라이트 컨트리클럽,영동군 영동읍 매천리 산 35-1,18,대중제
충북,일레븐cc,충주시 앙성면 본평리 산 43-1,18,대중제
충북,킹스데일cc,충주시 주덕면 기업도시3로 2,18,대중제
충북,블랙스톤cc,증평군 도안면 벼루재길 334,18,대중제
충북,모나크cc,음성군 금왕읍 대금로 1851번길 3-14,18,대중제
충북,음성 힐데스하임cc,음성군 소이면 후미리 산40-4,27,대중제
충북,세레니티cc,청주시 서원구 남이면 산막리 산 128,9,비회원제
